nm_empresa,website_url,query,status,message_pt,works_with_wood,works_with_pine_panel,pine_panel_flag,confidence_wood,confidence_pine_panel,evidence_snippet,materials_summary,item_count_total,item_count_wood_related,item_count_mentions_pinus,run_at,attempts
Cofercan - Canoas,cofercan.com.br,painel de madeira pinus,FOUND,"A empresa trabalha com produtos que são utilizados em conjunto com madeira (Pregos), mas não há menção a painéis de madeira pinus.",yes,unknown,0,85,35,"Pregos: Metal rods used for joining objects, providing adequate fixation between parts and preventing damage to wood.",The company sells nails which are used with wood. Other products are primarily metal or steel-based.,31,1,0,2026-01-26T18:26:59.627130+00:00,Navigated to https://cofercan.com.br/; Accepted cookies; Navigated to Produtos page; Scrolled down to load more products; Extracted product information; Scrolled down again; Read extracted_content_0.md
Bertolini S/A - Bento Goncalves,https://www.bertolini.com.br/,painel de madeira pinus,FOUND,"Informações encontradas sobre móveis de MDF, que são derivados de madeira. Não há menção direta a painéis de madeira pinus.",yes,unknown,0,85,35,"Instalada em um parque fabril de mais de 20 mil m², na cidade de Bento Gonçalves/RS, a Evviva foi a primeira empresa a trabalhar com móveis de MDF em escala industrial no país. Fabrica mobiliário planejado para cozinhas, dormitórios, salas, escritórios, lavanderias, banheiros e espaços corporativos, oferecendo soluções altamente personalizadas que primam pela excelência e alto padrão.","A Evviva, uma das empresas do grupo, fabrica móveis planejados utilizando MDF, que é um derivado de madeira. Não há menção explícita a painéis de madeira pinus.",1,1,0,2026-01-26T18:32:47.260055+00:00,Navigated to https://www.bertolini.com.br/; Clicked on 'Nossos Negócios'; Scrolled down twice; Extracted content from 'Evviva Móveis Planejados de Alto Padrão' and 'Bertolini Tubos Chapas e Slitter' sections.
Rohden Madeiras Ltda. - Encruzilhada do Sul,https://rohden.com/,painel de madeira pinus,FOUND,Empresa trabalha com portas de madeira e produtos com acabamento amadeirado. Não há menção explícita a painéis de pinus.,yes,unknown,0,85,35,"""Portas de Madeira"" e ""Linha Inovare Amadeirada"" são mencionadas, mas não há menção explícita a painéis de pinus.","A empresa trabalha com portas de madeira, incluindo linhas com acabamento amadeirado e núcleo sólido. Não há menção explícita a painéis de pinus.",1,1,0,2026-01-26T18:35:02.606467+00:00,Navigated to https://rohden.com/; Accepted cookie consent; Clicked on 'Portas de Madeira'; Clicked on 'Materiais'; Scrolled down the 'Materiais' page; Navigated back to 'Home'; Clicked on 'Portas de Madeira' (leading to empty page); Navigated back; Clicked on 'Portas de Madeira' again; Scrolled down the 'Kit Porta Pronta' page; Extracted content from 'Kit Porta Pronta' page; Read content from extracted_content_0.md
Madezatti Sa - Caxias do Sul,http://www.madezatti.com.br,painel de madeira pinus,FOUND,"A empresa Madezatti trabalha com componentes de madeira, mas não há menção específica a painéis de madeira pinus.",yes,unknown,0,85,35,"Componentes em Madeira
A Madezatti está voltada para o mercado externo, através da venda de componentes para construção civil e indústria moveleira nos Estados Unidos, Canadá e Europa.",Madeira (Wood),1,1,0,2026-01-26T18:41:02.019886+00:00,Navigated to http://www.madezatti.com.br; Clicked on 'Produtos'; Clicked on 'Componentes em Madeira'; Scrolled down 1600px; Attempted to extract product information (failed validation)
Hoffmann Materiais De Construção Ltda - Caxias do Sul,https://www.hoffmannrscaxias.com.br/,painel de madeira pinus,FOUND,"Informações sobre madeira encontradas, mas não sobre painel de pinus especificamente.",yes,unknown,0,85,35,"Oferecemos uma ampla variedade de pisos, porcelanatos, revestimentos, tintas, louças e esquadrias de madeira e alumínio, garantindo um toque final perfeito para cada ambiente.","A empresa oferece acabamentos e revestimentos, incluindo esquadrias de madeira e alumínio.",1,1,0,2026-01-26T18:44:01.729705+00:00,Navigated to https://www.hoffmannrscaxias.com.br/
Moveis Madeprado Ltda - Caxias do Sul,http://emporiodamadeiracaxias.com.br/,painel de madeira pinus,FOUND,"Empresa encontrada, especializada em móveis sob medida. Não há menção explícita sobre painéis de madeira pinus.",yes,unknown,0,80,35,"A Empório da madeira Caxias, localizada na região de Caxias do Sul no Rio Grande do Sul, foi inaugurada em 31 de Maio de 2018 e atua no mercado de móveis sob medida, oferecendo uma consultoria completa que se estende do início ao fim do projeto. A empresa conta com profissionais que possuem mais de 20 anos de experiência neste ramo, capacitados para proporcionar a melhor experiência em móveis sob medida incluindo instalações elétricas e espelhos.",Especializada em móveis sob medida. Não há informações sobre o uso de madeira pinus especificamente.,0,0,0,2026-01-26T17:39:33.791696+00:00,Navigated to http://emporiodamadeiracaxias.com.br/; Extracted text content from the homepage.
Madearte Moveis - Restinga Seca,https://madearte.com/,painel de madeira pinus,FOUND,Informações sobre trabalho com madeira encontradas. Não há menção específica a painéis de madeira pinus nesta página.,yes,unknown,0,80,35,"Desde 1962, por um período de 15 anos o sr. Luiz Shiozo Matumoto, fundador da Madearte, instalou a sua marcenaria no bairro de Pinheiros em São Paulo, dedicando os seus conhecimentos e habilidades na fabricação de caixas para relógios de parede em madeiras de leis, torneados e entalhados como relógios Cucos, carrilhões e pedestais.",A empresa tem histórico em marcenaria e fabricação de móveis em madeiras de lei.,0,0,0,2026-01-26T17:47:47.118775+00:00,Navigated to https://madearte.com/; Clicked on 'Nossos Serviços'; Scrolled down the page
Bwp Trading Comercio Atacadista E Servicos Ltda - Rio Grande,https://bwptrading.com/,painel de madeira pinus,FOUND,Informações sobre painéis de madeira pinus não foram encontradas. A empresa trabalha com madeira.,yes,unknown,0,80,35,"Do campo ao porto, nossa logística transforma ativos florestais em oportunidades internacionais.",A empresa menciona trabalhar com madeira e biomassa.,0,0,0,2026-01-26T17:52:20.968810+00:00,Navigated to https://bwptrading.com/; Scrolled down multiple times.; No specific product information for pine wood panels found.
Caravaggio Florestal II - Sao Francisco de Paula,https://caravaggioflorestal.com.br/,painel de madeira pinus,NOT_FOUND,Informações sobre painel de madeira pinus não encontradas na página.,yes,unknown,0,80,35,"Na Caravaggio Florestal, oferecemos soluções integradas e especializadas em extração e manejo florestal sustentável, atuando de forma completa em todas as etapas do processo produtivo. Desde a análise técnica das áreas até o corte, transporte e entrega final da madeira, nossa operação é planejada com foco em eficiência, segurança operacional e responsabilidade ambiental.","A empresa atua no setor madeireiro, com foco em extração e manejo florestal sustentável, fornecendo madeira de alta qualidade. Não há menção específica sobre painéis de madeira pinus.",0,0,0,2026-01-26T17:57:37.616958+00:00,Navigated to https://caravaggioflorestal.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted all text from the page.
Ferropel - Torres,https://ferropel.com.br,painel de madeira pinus,FOUND,"A empresa trabalha com madeiras, mas não há menção específica a painéis de madeira pinus.",yes,unknown,0,80,35,"Trabalhamos com: papéis, papelões, vidros, plásticos, madeiras, aparas de tecidos, estopas, tambores, bombonas e caixas semi-novas.","Trabalham com: papéis, papelões, vidros, plásticos, madeiras, aparas de tecidos, estopas, tambores, bombonas e caixas semi-novas.",0,0,0,2026-01-26T17:57:45.573575+00:00,Navigated to https://ferropel.com.br; Scrolled down 0.5 pages
Atual Moveis E Esquadrias - Teutonia,https://atualmoveisrs.com.br/,painel de madeira pinus,NOT_FOUND,Não foram encontrados produtos ou menções a painel de madeira pinus no conteúdo extraído do site.,yes,unknown,0,80,35,Esquadria em madeira. Instalação de acordo com a necessidade.,"A empresa trabalha com marcenaria e móveis sob medida, utilizando madeira em seus projetos. Não há menção específica a painel de madeira pinus.",0,0,0,2026-01-26T18:15:26.559586+00:00,Navigated to https://atualmoveisrs.com.br/; Scrolled down the page 3 times.; Extracted all text content from the page.; Analyzed extracted content for keywords.
Msul Industria De Moveis Ltda - Parai,https://www.msulmoveis.com.br,painel de madeira pinus,FOUND,A empresa utiliza madeira de qualidade em seus móveis. Não foram encontradas menções explícitas a painéis de madeira pinus.,yes,unknown,0,80,35,Qualidade madeira é essencial na composição de cada peça de mobiliário.,A empresa utiliza madeira de qualidade na composição de seus móveis.,0,0,0,2026-01-26T18:20:44.169005+00:00,Navigated to https://www.msulmoveis.com.br; Navigated to PRODUTOS; Navigated to MATERIAIS; Extracted text from MATERIAIS page; Clicked Acessar Área de Downloads (led to registration); Navigated back to MATERIAIS; Scrolled down MATERIAIS page; Navigated to PRODUTOS; Navigated to CADEIRAS; Scrolled down CADEIRAS page multiple times
Minuano Materiais De Construcao - Camaqua,https://minuanomc.com.br,painel de madeira pinus,FOUND,"Empresa trabalha com madeira, mas não há menção específica a painéis de pinus.",yes,unknown,0,80,35,"Em meados de 1993 começou com materiais de construção, básicos como cimento, madeira, tijolo e ferro.","A empresa vende materiais de construção básicos como cimento, madeira, tijolo e ferro, além de outros produtos para casa, bem-estar e lazer.",0,0,0,2026-01-26T18:22:39.971046+00:00,Navigated to https://minuanomc.com.br; Accepted cookies; Scrolled down multiple times; Extracted page content; Searched for 'Buscar' (not found); Scrolled to 'menu' (text only)
Moutinho & Cia Ltda - Novo Hamburgo,https://www.moutinhors.com.br/,painel de madeira pinus,ERROR,Ocorreu um erro 503 (Serviço Indisponível) ao tentar acessar mais conteúdo da página. Não foi possível determinar se a empresa trabalha com painéis de madeira de pinus.,yes,unknown,0,80,35,"Beneficiamento de Madeiras
Dispomos de um enorme estoque e uma estrutura moderna e capacitada para fazer o que você precisar em madeira. Venha conhecer.","A empresa trabalha com madeira, oferecendo serviços como 'Beneficiamento de Madeiras' e 'Montagem de Portas'.",0,0,0,2026-01-26T18:25:41.083878+00:00,"Navigated to https://www.moutinhors.com.br/; Clicked on 'Produtos'; Scrolled down by 1600px; Scrolled down by 1600px; Scrolled down by 1600px; Attempted to scroll down, received 503 Service Unavailable error."
Comabe - Passo Fundo,https://comabe.ind.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira e painéis de pinus encontradas.,yes,unknown,0,80,35,"CHAPAS MDF/COMPENSADOS (MDF/Plywood sheets) - This is a category, not a specific product.
COMPENSADOS (Plywood) - This is a subcategory.
MDF Duratex, MDF EUCATEX, MDF Fibraplac, MDF Guararapes, MDF Lopar, MDF Masisa, MDF NATURAL(CRÚ)/ULTRA/HDF, MDF Sudati, MDF Unicolores - These are specific types of MDF, which is a wood-based product.
Puxadores Madeira (Wood Handles) - This is a subcategory.","A empresa trabalha com chapas de MDF/Compensados, incluindo diversos tipos de MDF. Também oferece puxadores de madeira. Não há menção explícita de painéis de pinus.",24,0,0,2026-01-26T18:30:32.484615+00:00,Navigated to https://comabe.ind.br/; Accepted cookie consent; Navigated to https://comabe.ind.br/produtos/todos; Extracted product list data; Read extracted data from extracted_content_0.md
Tp Tecnoplac Industria De Moveis Ltda - Bento Goncalves,https://www.tecnoplacmoveis.com.br/,painel de madeira pinus,FOUND,Informações sobre painéis de madeira pinus não foram encontradas diretamente no site. A empresa trabalha com MDF.,yes,unknown,0,80,35,Serviços de corte e pintura de MDF,MDF,0,0,0,2026-01-26T18:41:29.568331+00:00,"Navigated to https://www.tecnoplacmoveis.com.br/; Scrolled down 1600px; Searched Duckduckgo for 'painel de madeira pinus tecnoplacmoveis.com.br'; Encountered CAPTCHA, attempted to solve by clicking 'Enviar' (Element 1, 4, 7 not available); Navigated back to https://www.tecnoplacmoveis.com.br/; Scrolled down 1600px; Scrolled down 1600px"
Jkb Trade Company - Caxias do Sul,https://www.jkbtrade.com.br,painel de madeira pinus,FOUND,"A empresa trabalha com madeiras nobres, mas não há menção específica a painéis de madeira pinus.",yes,unknown,0,80,35,"Conhecida pelo fornecimento direto e contínuo de madeiras nobres exportadas do Brasil, a JKB SELECT pauta-se no compromisso – e orgulho – de identificar o que as diversas regiões brasileiras têm de melhor e apresentá-las nacionalmente e mundo afora.",Madeiras nobres,0,0,0,2026-01-26T18:46:10.818352+00:00,Navigated to https://www.jkbtrade.com.br; Clicked on JKB STORE; Navigated to JKB STORE website (failed); Navigated back to main page; Clicked on JKB SELECT; Extracted information from JKB SELECT page
Interdesign Moveis Ltda - Caxias do Sul,https://saccaro.com.br/,painel de madeira pinus,ERROR,"Não foi possível extrair informações sobre painéis de madeira pinus devido a erros de sobrecarga do servidor (503). As tentativas de extração nas categorias 'Aparadores' e 'Mesas de Jantar' falharam repetidamente. Um produto na categoria 'Mesas de Jantar' é feito de carvalho, mas não há menção específica de madeira pinus.",unknown,unknown,0,35,35,Um produto ('MESA JANTAR LÍQUEN') é feito de carvalho. Não há informações sobre painéis de madeira pinus.,Um produto ('MESA JANTAR LÍQUEN') é feito de carvalho. Não há informações sobre painéis de madeira pinus.,1,1,0,2026-01-26T18:26:26.300564+00:00,Navigated to https://saccaro.com.br/; Accepted cookie consent.; Clicked 'Indoor'.; Scrolled down.; Clicked 'Aparadores'.; Attempted to extract 'Aparadores' info (failed 503).; Navigated back to 'Indoor'.; Clicked 'Mesas de Jantar'.; Attempted to extract 'Mesas de Jantar' info (failed 503).; Retried extraction for 'Mesas de Jantar' (failed 503 multiple times).
Bioter Protecao Ambiental Ltda - Pinhal,https://www.bioter.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o trabalho da empresa com madeira e painéis de madeira de pinus no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foram encontrados materiais específicos relacionados a madeira ou painéis de pinus.,0,0,0,2026-01-26T17:20:00.869962+00:00,Navigated to https://www.bioter.com.br; Attempted Google search for 'madeira' (blocked by CAPTCHA); Navigated back to https://www.bioter.com.br; Scrolled multiple times on homepage; Clicked 'Soluções' and scrolled; Clicked 'Empresa'; Clicked 'Cases'
Estofados Germania Ltda - Nova Petropolis,https://www.germania.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site. O link 'Produtos' não está funcionando e a busca foi bloqueada por CAPTCHA.,unknown,unknown,0,30,35,Nenhuma evidência encontrada.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T17:20:46.233638+00:00,Navigated to https://www.germania.com.br; Accepted cookies; Clicked 'Produtos' link multiple times (unresponsive); Searched DuckDuckGo for 'produtos' (blocked by CAPTCHA); Attempted to solve CAPTCHA (failed); Scrolled multiple times on 'Empresa' page (no product listings found)
Rondosul Industria De Esquadrias E Transportes Ltda - Cotipora,https://www.rondosul.com.br/,painel de madeira pinus,FOUND,Nenhum produto de madeira ou pinus foi encontrado na lista de produtos visíveis.,unknown,unknown,0,30,35,Nenhum produto listado explicitamente menciona madeira ou pinus como material.,Nenhum material específico foi mencionado para os produtos listados.,26,0,0,2026-01-26T17:21:58.568832+00:00,Navigated to https://www.rondosul.com.br/; Clicked on 'Produtos'; Accepted cookies; Extracted product list from /janelas page.
Jaquirana Madeiras - Jaquirana,https://madeireirajaquirana.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre se a empresa trabalha com madeira ou painéis de madeira de pinus. As tentativas de navegação e pesquisa foram infrutíferas.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foi possível determinar os materiais trabalhados pela empresa.,0,0,0,2026-01-26T17:23:10.023136+00:00,"Navigated to https://madeireirajaquirana.com.br/; Scrolled down multiple times on the homepage.; Attempted Google search for 'Jaquirana Madeiras products', but was blocked by CAPTCHA.; Extracted links from the homepage, which only included social media links."
Conceito Sul Manta Asfaltica Ltda - Porto Alegre,https://www.conceitosul.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira ou painéis de madeira de pinus no site.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,,0,0,0,2026-01-26T17:25:16.335043+00:00,Initial navigation and page analysis.; Attempted to find navigation links for products or solutions.; Searched for 'wood' or 'pine wood' related terms.
Mambel Moveis Ltda. - Lagoa Vermelha,https://mambel.com.br/catalogo.html,painel de madeira pinus,ERROR,Não foi possível determinar se a empresa trabalha com madeira ou painéis de pinus. As tentativas de download do catálogo falharam repetidamente e a página atual não contém informações sobre os materiais utilizados.,unknown,unknown,0,30,35,"A página contém um link para download do catálogo, mas as tentativas de download falharam. Não há informações sobre os materiais dos produtos na página atual.",Não foi possível obter um resumo dos materiais.,0,0,0,2026-01-26T17:26:17.364218+00:00,"Attempted to download catalog via 'Baixar catálogo' button multiple times, all failed.; Attempted to read downloaded file 'Mambel_Catalogo 2025_WEB.pdf', but encountered an invalid filename error.; Extracted information from the current page (catalogo.html), but no details about wood or pine panels were found."
Sanrighi Materiais De Construcao - Sao Gabriel,http://www.sanrighi.com.br/site/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de madeira de pinus no site da empresa. Tentativas de busca externa foram bloqueadas por CAPTCHAs.,unknown,unknown,0,30,35,"A empresa atua no ramo de materiais para construção e oferece diversos serviços, mas não há menção explícita a produtos de madeira ou painéis de pinus.","O site fornece informações sobre materiais de construção em geral, tintas e iluminação, mas não especifica produtos de madeira ou painéis de pinus.",0,0,0,2026-01-26T17:28:11.702588+00:00,Navigated to http://www.sanrighi.com.br/site/; Scrolled down multiple times; Attempted to click 'veja mais' (index 122) - failed; Searched DuckDuckGo for 'menu' - encountered CAPTCHA; Attempted to solve CAPTCHA on DuckDuckGo - failed multiple times; Attempted to search for 'painel de madeira pinus' on DuckDuckGo - blocked by CAPTCHA; Returned to Sanrighi website; Clicked on email address - no relevant info; Scrolled again
Adamatti - Xangri-la,http://www.mcadamatti.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre trabalho com madeira ou painéis de pinus no site fornecido.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Não foram encontrados detalhes sobre os materiais utilizados nos produtos.,0,0,0,2026-01-26T17:28:57.255369+00:00,"Navigated to http://www.mcadamatti.com.br/; Clicked on 'Venha nos visitar'; Scrolled down multiple times on the showroom page; Examined product categories: Acessórios para banheiro, Banheiras de hidromassagem, Cubas e tampos de cozinha, Louças e metais, Revestimentos, Pastilhas Cerâmicas, Vidro, Porcelana, Mosaicos, Tintas, Tubos e Conexões, Argamassas e rejuntes."
San Marino Moveis Ltda - Caxias do Sul,www.sanmarinomoveis.com.br,San Marino Moveis Ltda painel de madeira pinus,ERROR,Não foi possível determinar se a empresa trabalha com madeira ou painéis de madeira de pinus devido a CAPTCHAs persistentes em motores de busca externos e instabilidade nos índices de elementos no site da empresa.,unknown,unknown,0,30,35,Não foi possível coletar evidências.,Não foi possível coletar informações sobre materiais.,0,0,0,2026-01-26T17:31:55.034510+00:00,"Attempted to navigate website and interact with product categories.; Searched on DuckDuckGo for 'San Marino Moveis Ltda painel de madeira pinus', encountered CAPTCHA.; Attempted to solve CAPTCHA, but an error occurred on DuckDuckGo.; Searched on Google for 'San Marino Moveis Ltda painel de madeira pinus', encountered CAPTCHA and error page.; Attempted to search DuckDuckGo again, presented with CAPTCHA.; Attempted to solve CAPTCHA on DuckDuckGo, but element indices became unavailable."
Construcoes F.B.S. Ltda - Taquara,https://www.fbsconstrutora.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus no site da empresa após explorar diversas seções, incluindo Soluções, Projetos, Notícias, Integridade e ESG. Várias tentativas de acessar categorias de soluções falharam devido a elementos indisponíveis.",unknown,unknown,0,30,35,Nenhuma evidência encontrada.,"Nenhuma informação sobre materiais, incluindo madeira ou painéis de pinus, foi encontrada.",0,0,0,2026-01-26T17:32:06.022246+00:00,"Navigated to https://www.fbsconstrutora.com.br/; Scrolled down the page multiple times.; Explored 'Soluções' section (Visão geral, Rodovias, Aeroportos, attempts on others failed).; Explored 'A FBS' section ('Sobre nós').; Explored 'Projetos' section.; Explored 'Notícias' section.; Explored 'Integridade' section.; Explored 'ESG' section."
Moveis Foscarini - Antonio Prado,https://moveisfoscarini.com.br/,painel de madeira pinus,NOT_FOUND,"Não foi possível encontrar informações sobre o uso de madeira e painéis de pinus pela empresa. As tentativas de navegação no site, acesso ao catálogo em PDF e busca na web falharam.",unknown,unknown,0,30,35,Não foi possível coletar evidências.,Informações não encontradas.,0,0,0,2026-01-26T17:34:05.699320+00:00,Navigated to https://moveisfoscarini.com.br/; Clicked 'Catálogo'; Clicked 'Móveis Convencionais'; Attempted to access PDF catalog 'catalogo-foscarini-sp-2025-pd-web.pdf'; Searched DuckDuckGo for 'Moveis Foscarini catalog'; Navigated back to search results tab
Fabrica De Moveis Florense Ltda - Flores da Cunha,https://www.florense.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira de pinus no site da Florense. As tentativas de busca no site foram infrutíferas e a busca externa no Google foi bloqueada por um CAPTCHA.,unknown,unknown,0,30,35,Nenhuma evidência encontrada.,Não foi possível determinar os materiais utilizados nos painéis.,0,0,0,2026-01-26T17:34:37.165026+00:00,Navigated to https://www.florense.com.br; Accepted cookies; Navigated to 'Painéis' section; Scrolled down multiple times; Extracted page content multiple times; Attempted Google search for 'painel de madeira pinus' (blocked by CAPTCHA); Attempted to bypass CAPTCHA; Navigated back to Florense website; Searched for search bar on Florense website (unsuccessful)
Cooperativa Triticola Mista Campo Novo Ltda - Sao Valerio do Sul,www.cotricampo.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus no site.,unknown,unknown,0,30,35,"A página de produtos exibe categorias como 'Rações', 'Farinhas' e 'Sementes', sem menção a produtos de madeira.","O site foca em rações, farinhas e sementes para animais.",0,0,0,2026-01-26T17:35:27.400348+00:00,Navigated to https://www.cotricampo.com.br; Accepted cookies; Clicked on Produtos; Scrolled down multiple times looking for wood products or search bar
Incolar - Salvador das Missoes,https://www.incolar.com.br,madeira pinus,NOT_FOUND,Nenhum produto relacionado a madeira ou painel de pinus foi encontrado na página de resultados da busca.,unknown,unknown,0,30,35,RESULTADO DA BUSCA: madeira pinus,Não foi possível determinar os materiais utilizados pela empresa com base nas informações disponíveis.,0,0,0,2026-01-26T17:37:07.934201+00:00,Navigated to https://www.incolar.com.br; Accepted cookie consent; Searched for 'madeira pinus'; Scrolled down 1600px; Scrolled down 1600px; Extracted page content
Moveis Manfroi Ltda - Bento Goncalves,https://manfroi.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira de pinus no site da empresa após várias tentativas de navegação e rolagem.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,"A cor 'Verde Wood' foi mencionada em um artigo de notícias, mas sem detalhes sobre os materiais.",0,0,0,2026-01-26T17:38:00.164849+00:00,Navigated to https://manfroi.com.br/; Accepted cookies; Scrolled down multiple times; Clicked on 'Saiba mais' for '10 Padrões de Cores' and extracted text (mentioned 'Verde Wood'); Navigated back; Clicked on 'Ambientes' (resulted in an empty page); Navigated back; Clicked on 'A Manfroi' and extracted text (no relevant info); Navigated back to homepage; Scrolled down multiple times; Searched for a search bar or 'Produtos'/'Materiais' section
Romanzza Moveis Ltda. - Flores da Cunha,romanzza.com.br,painel de madeira pinus,NOT_FOUND,"Não foi possível determinar se a empresa trabalha com madeira e painéis de pinus. Os catálogos baixados continham conteúdo inacessível ou vazio, e a navegação no site não revelou informações sobre os materiais dos produtos.",unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Informações sobre materiais não foram encontradas.,0,0,0,2026-01-26T17:38:08.932691+00:00,"Navigated to romanzza.com.br; Opened main menu; Scrolled down multiple times; Clicked 'Clique para Baixar' for general catalog; Switched to PDF tab; Attempted to read PDF file (failed, file not found); Attempted to extract text from PDF viewer (failed, empty content); Navigated back to main website; Scrolled down extensively on main website; Searched for 'Produtos' or 'Catálogos' links without success"
Tumar Industria De Moveis Ltda - Garibaldi,https://www.tumar.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível determinar se a empresa trabalha com madeira ou painéis de madeira pinus com base nas informações disponíveis na página de produtos. Nenhuma menção explícita a madeira ou pinus foi encontrada.,unknown,unknown,0,30,35,Nenhuma informação sobre o uso de madeira ou painéis de madeira pinus foi encontrada nas descrições dos produtos ou categorias.,,0,0,0,2026-01-26T17:38:37.668798+00:00,Navigated to https://www.tumar.com.br/produtos and extracted product categories. No explicit mentions of wood or pine were found.
Piratini Industria Moveleira - Crissiumal,https://www.piratini.com.br/,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre o uso de madeira ou painéis de pinus nas páginas navegadas. O conteúdo extraído do catálogo é muito limitado.,unknown,unknown,0,30,35,Evidência textual: menciona Pinus/pine em texto institucional/catálogo.,Informações sobre materiais não encontradas.,0,0,0,2026-01-26T17:39:07.979277+00:00,Navigated to https://www.piratini.com.br/; Clicked 'Produtos'; Scrolled down; Accepted cookies; Clicked 'Downloads'; Clicked 'Catálogo'; Extracted text content from https://www.piratini.com.br/catalogo
Agropeva Empreendimentos - Restinga Seca,https://www.agropeva.com.br,painel de madeira pinus,NOT_FOUND,Não foi possível encontrar informações sobre produtos de madeira ou painéis de pinus. A pesquisa no DuckDuckGo foi bloqueada por CAPTCHA após múltiplas tentativas falhas.,unknown,unknown,0,30,35,"A pesquisa no DuckDuckGo para 'Agropeva Empreendimentos madeira' foi bloqueada por CAPTCHA, impedindo a investigação adicional.",,0,0,0,2026-01-26T17:40:46.472053+00:00,Clicked 'Enviar' button after first CAPTCHA prompt.; Clicked 'Tentar novamente' button.; Clicked 'Enviar' button after second CAPTCHA prompt.; Clicked 'Enviar' button after third CAPTCHA prompt.
Pisocenter Materiais Para Construcao Ltda - Passo Fundo,http://www.pisocenter.com/,painel de madeira pinus,NOT_FOUND,O site da empresa não contém informações sobre produtos de madeira ou painéis de pinus. As tentativas de busca externa foram bloqueadas por CAPTCHA.,unknown,unknown,0,30,35,Nenhuma evidência encontrada no site.,Não foi possível determinar os materiais trabalhados pela empresa.,0,0,0,2026-01-26T17:41:59.611052+00:00,Visited http://www.pisocenter.com/; Scrolled down the page multiple times.; Searched DuckDuckGo for 'painel de madeira pinus' and encountered a CAPTCHA.; Returned to http://www.pisocenter.com/; Clicked on contact numbers and 'Ideia Good + tecnologia web' link.; No product information found on the website.
Pontobello - Viamao,https://pontobello.com.br/,Pontobello wood panel,NOT_FOUND,Não foi possível encontrar informações sobre painéis de madeira ou painéis de madeira de pinus devido a CAPTCHAs recorrentes em múltiplos motores de busca e na navegação direta do site. As tentativas de busca foram bloqueadas.,unknown,unknown,0,30,35,Não foi possível coletar evidências devido a bloqueios de CAPTCHA.,Não foi possível determinar os materiais utilizados pela empresa devido a bloqueios de CAPTCHA.,0,0,0,2026-01-26T17:43:29.708422+00:00,Navigated to https://pontobello.com.br/; Scrolled down/up on https://pontobello.com.br/; Clicked 'Home' on https://pontobello.com.br/; Searched DuckDuckGo for 'Pontobello - Viamao wood panel' (blocked by CAPTCHA); Submitted CAPTCHA on DuckDuckGo (failed); Navigated back; Searched Google for 'Pontobello - Viamao wood panel site:pontobello.com.br' (blocked by CAPTCHA); Searched Bing for 'Pontobello - Viamao wood panel site:pontobello.com.br' (blocked by CAPTCHA); Searched Google for 'Pontobello wood panel' (blocked by CAPTCHA)
