nm_empresa,website_url,run_at,product_category,product_name,materials,is_wood_related,mentions_pinus,source_hint
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Jatobá,Jatobá,yes,no,Tipos de madeiras que trabalhamos
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Sucupira,Sucupira,yes,no,Tipos de madeiras que trabalhamos
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Perobinha,Perobinha,yes,no,Tipos de madeiras que trabalhamos
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Cumaru,Cumaru,yes,no,Tipos de madeiras que trabalhamos
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Grapia,Grapia,yes,no,Tipos de madeiras que trabalhamos
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Tauari,Tauari,yes,no,Tipos de madeiras que trabalhamos
Eco Mad Pisos,https://www.ecomadpisos.com.br/,2026-01-15T12:38:14.734680+00:00,Madeira,Ipê,Ipê,yes,no,Tipos de madeiras que trabalhamos
Ecori Solucoes Ecologicas - Itajai,https://www.ecorienergiasolar.com.br/,2026-01-15T12:21:57.004031+00:00,Estruturas,Manual de Montagem - Prisioneiro Madeira / 2P Acessórios / Estruturas,madeira,yes,no,downloads
Ecori Solucoes Ecologicas - Itajai,https://www.ecorienergiasolar.com.br/,2026-01-15T12:21:57.004031+00:00,Estruturas,Prisioneiro Madeira - IZI Estruturas / IZI Estruturas / Estruturas,madeira,yes,no,downloads
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Eucalipto Beneficiado,Eucalipto,yes,no,Eucalipto Beneficiado
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Eucalipto Bruto,Eucalipto,yes,no,Eucalipto Bruto
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Eucalipto Roliço,Eucalipto,yes,no,Eucalipto Roliço
Fjf Comercio De Madeiras - Sideropolis,https://madeirasfjf.com.br,2026-01-15T13:31:01.895841+00:00,Madeira,Armações Prontas,,yes,no,Armações Prontas
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Planks/Boards,BOARDS - Madeira Aplainada 4 lados,Wood,yes,no,BOARDS - Madeira Aplainada 4 lados
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Wood Spools,Bobinas de Madeira,Wood,yes,no,Bobinas de Madeira
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Plywood,Compensado,Wood,yes,no,Compensado
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Stair Treads,Degrau de Escada,Wood,yes,no,Degrau de Escada
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Mouldings/Frames,Molduras,Wood,yes,no,Molduras
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Doors,Portas,Wood (likely),yes,no,Portas
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Sawn Wood,Madeira Serrada de Eucalyptus,Eucalyptus Wood,yes,no,Madeira Serrada de Eucalyptus
Fort Exportacao & Importacao Ltda - Rio do Sul,https://www.fortexport.com.br/,2026-01-15T13:37:44.392527+00:00,Wood Panel,Painel de Madeira,Wood,yes,no,Painel de Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palitos,PALITO DE PICOLÉ ESCOLAR ESPECIAL,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR ESPECIAL
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palitos,PALITO DE PICOLÉ ESCOLAR COMUM,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR COMUM
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Pazinha,Pazinha de Sorvete,Madeira,yes,no,Pazinha de Sorvete
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Garfo,GARFINHOS DE MADEIRA,Madeira,yes,no,GARFINHOS DE MADEIRA
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Pá,PÁ GIGANTE,Madeira,yes,no,PÁ GIGANTE
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO PARA PETISCO,Madeira,yes,no,PALITO PARA PETISCO
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,Palito de Cutícula,,yes,no,Palito de Cutícula
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Garfo,Garfinhos de Madeira,Madeira,yes,no,Garfinhos de Madeira
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO PARA PETISCO,Madeira,yes,no,PALITO PARA PETISCO
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO DE PICOLÉ ESCOLAR ESPECIAL,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR ESPECIAL
Gaboardi Industrial De Madeiras Ltda,https://gaboardi.net.br/,2026-01-15T13:49:57.194303+00:00,Palito,PALITO DE PICOLÉ ESCOLAR COMUM,Madeira,yes,no,PALITO DE PICOLÉ ESCOLAR COMUM
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,fence pickets,wood,yes,no,### fence pickets
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,Componentes de pallets,"Madeiras para Paletes, Travessas, Blocos",yes,no,"### Componentes de pallets
#### Detalhes
- Madeiras para Paletes
- Travessas
- Blocos"
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,madeiras aplainadas,wood,yes,no,### madeiras aplainadas
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,balaústres,wood,yes,no,### balaústres
Global Prime Comercial Exportadora - Sao Francisco do Sul,https://globalprime.com.br/,2026-01-15T12:32:04.484638+00:00,wood products,furring strips,wood,yes,no,### furring strips
Goede Comercial Ltda - Pomerode,www.goede.com.br,2026-01-15T13:02:29.821546+00:00,Portas,Portas de Madeira,Madeira,yes,no,Footer/general content
"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,2026-01-15T12:53:58.574714+00:00,Portas,Portas de Madeira,Madeira,yes,no,Portas de Madeira
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Mesa Cabeceira Aurora 2 gavetas,Madeira,yes,no,Mesa Cabeceira Aurora 2 gavetas
Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,2026-01-15T13:08:55.013551+00:00,,Cama Aurora de casal,Madeira maciça,yes,no,Cama Aurora de casal
Hahne Construtora,https://www.hahne.com.br/,2026-01-15T13:02:07.822939+00:00,Marcenaria,Móveis e Esquadrias,Madeira maciça,yes,no,Marcenaria
Herli Moveis - Rio Negrinho,https://herli.com.br/pt,2026-01-15T13:24:26.037244+00:00,cabinetry,ARMÁRIO SEM MOLDURA FRONTAL,"Contraplacado (15 mm, 18 mm), PVC, MDF (18 mm), Madeira",yes,no,https://herli.com.br/pt/cabinetry
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Pés,Pés de Cama Box / Sofás / Cômodas e Outros Móveis,Madeira,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo de Madeira Cru para Vassoura e Rodo,Madeira Crua,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo de Madeira Plastificado para Vassoura e Rodo,Madeira Plastificada,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabides,Cabides de Madeira,Madeira,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo para Pincéis em Madeira (Linha Escolar / Artístico / Uso Técnico e outros serviços),Madeira,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Cabos,Cabo para Espeto em Madeira,Madeira,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Bases,Base de Madeira para Desempenadeira,Madeira,yes,no,https://implanteccomponentes.com.br/
Implantec Moveis E Componentes - Sao Bento do Sul,https://implanteccomponentes.com.br/,2026-01-15T14:04:03.192931+00:00,Bases,Base de Madeira para Escova Multiuso,Madeira,yes,no,https://implanteccomponentes.com.br/
Industria De Madeiras Faqueadas Ipumirim Sa - Ipumirim,https://ipumirim.com.br,2026-01-15T12:29:19.830502+00:00,Portas,Painel,"Lâmina natural de madeira, contracapa de Eucalipto 3mm, montante de Eucalipto.",yes,no,https://ipumirim.com.br/produtos/6-portas-1/9-painel
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Molduras em barras,Molduras em barras,"Amadeirado, Branco, Colorido, Dourado, Metalizado, Prata, Preto, Provençal, Rústico",yes,no,Molduras em barras
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Mature Decor,"Ripados de Encaixe, Boiseries Mature, Rodapés Mature",yes,no,Mature Decor
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Ripados de Encaixe,,yes,no,Ripados de Encaixe
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Boiseries Mature,,yes,no,Boiseries Mature
Industria De Molduras Moldurarte Ltda - Braco do Norte,https://moldurarte.com.br/,2026-01-15T12:37:04.489795+00:00,Mature Decor,Rodapés Mature,,yes,no,Rodapés Mature
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-01,Madeira (padrão),yes,no,Palete padrão.
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-02,Madeira (quatro entradas e superior fechado),yes,no,Palete com quatro entradas e superior fechado.
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-03,Madeira (duas entradas com longarina e face fechada),yes,no,Palete duas entradas com longarina e face fechada.
Industria E Comercio De Madeira Wf Ltda - Lages,https://wfpaletes.com.br/,2026-01-15T12:41:53.044078+00:00,Palete,WF-04,Madeira (duas entradas com longarina e face fechada e parafusada),yes,no,Palete duas entradas com longarina e face fechada e parafusada.
Jcr Industria E Comercio Ltda - Orleans,http://jcrbrinquedos.com.br/,2026-01-15T14:01:50.115840+00:00,Brinquedo Montessoriano,Brinquedo Montessoriano,madeira e tecidos naturais,yes,no,http://jcrbrinquedos.com.br/
Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,2026-01-15T12:25:35.403194+00:00,Pellets,Pellets de madeira,Madeira conífera virgem,yes,no,https://www.jomapellet.com.br/
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Mesas,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Treliches,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Bancos,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Aparador,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Cadeiras,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Livreiros,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Balcões,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Camas de casal,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Camas de solteiro,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Bicamas,,yes,no,List-level information
Kasper Industria De Moveis Ltda - Sao Jose do Cedro,https://www.kaspermoveis.com.br,2026-01-15T12:39:40.519135+00:00,Furniture,Beliches,,yes,no,List-level information
Klabin S.A. - Pouso Redondo,https://klabin.com.br/,2026-01-15T12:48:01.397078+00:00,Papel Kraftliner,EUKALINER®,100% fibras de eucalipto,yes,no,https://klabin.com.br/negocios-e-produtos/papeis/papel-kraftliner
Lavradora Racional De Madeiras Lavrama Sa - Timbo Grande,https://www.lavrama.com.br/,2026-01-15T13:08:08.993450+00:00,Componentes de construção,Batentes,Madeira,yes,no,Products section
Lavradora Racional De Madeiras Lavrama Sa - Timbo Grande,https://www.lavrama.com.br/,2026-01-15T13:08:08.993450+00:00,Revestimento,Revestimento Decorativo de Madeira,Madeira,yes,no,Products section
Lavradora Racional De Madeiras Lavrama Sa - Timbo Grande,https://www.lavrama.com.br/,2026-01-15T13:08:08.993450+00:00,Revestimento Decorativo,Rustic Collection,Madeira,yes,no,Products section
Lavradora Racional De Madeiras Lavrama Sa - Timbo Grande,https://www.lavrama.com.br/,2026-01-15T13:08:08.993450+00:00,Revestimento Decorativo,Vintage Collection,Madeira,yes,no,Products section
Lavrasul S/A,https://www.lavrasul.com.br/compensados,2026-01-15T12:39:04.601738+00:00,Compensados,Resinado,,yes,no,List-level information
Lavrasul S/A,https://www.lavrasul.com.br/compensados,2026-01-15T12:39:04.601738+00:00,Compensados,C+/C OES,,yes,no,List-level information
Lavrasul S/A,https://www.lavrasul.com.br/compensados,2026-01-15T12:39:04.601738+00:00,Compensados,C+/C,,yes,no,List-level information
Lavrasul S/A,https://www.lavrasul.com.br/compensados,2026-01-15T12:39:04.601738+00:00,Compensados,A,,yes,no,List-level information
Lavrasul S/A,https://www.lavrasul.com.br/compensados,2026-01-15T12:39:04.601738+00:00,Compensados,B,,yes,no,List-level information
Lavrasul S/A,https://www.lavrasul.com.br/compensados,2026-01-15T12:39:04.601738+00:00,Compensados,C/C,,yes,no,List-level information
Lg Madeiras Ltda - Araquari,https://lgmadeiras.com/,2026-01-15T13:14:53.536996+00:00,Madeira Serrada,Madeira Serrada para Pallets,Unknown,yes,no,https://lgmadeiras.com/
Lg Madeiras Ltda - Araquari,https://lgmadeiras.com/,2026-01-15T13:14:53.536996+00:00,Madeira Serrada,Madeira Serrada para Construção Civil,Unknown,yes,no,https://lgmadeiras.com/
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de Madeira,Linha Configurada,,yes,no,Portas de Madeira
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de Madeira,Linha Frise,,yes,no,Portas de Madeira
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de Madeira,Linha Design,,yes,no,Portas de Madeira
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de Madeira,Linha Tradicional,,yes,no,Portas de Madeira
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de Madeira,Linha Vidro,,yes,no,Portas de Madeira
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Portas de Madeira,Linha Entalhada,,yes,no,Portas de Madeira
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Janelas,Linha Janelas,,yes,no,Janelas
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Janelas,Linha Janelas de Sacadas,,yes,no,Janelas
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Janelas,Linha Maxim-ar,,yes,no,Janelas
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Parquets e Rodapés,Parquet,,yes,no,Parquets e Rodapés
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Parquets e Rodapés,Rodapé,,yes,no,Parquets e Rodapés
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Marcos,Marcos para porta de abrir,,yes,no,Marcos
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Marcos,Marcos para porta pivotante,,yes,no,Marcos
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Marcos,Marcos para porta de correr,,yes,no,Marcos
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Guarnições,Guarnições,,yes,no,Guarnições
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Móveis Internos,Linha Rima,,yes,no,Móveis Internos
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Móveis Internos,Linha Vértice,,yes,no,Móveis Internos
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Linha Jardim,Móveis Externos,,yes,no,Linha Jardim
Madebal Madeireira Baldissera Ltda - Sao Miguel do Oeste,https://www.madebal.com.br/,2026-01-15T13:43:12.071526+00:00,Linha Jardim,Tábuas e Petisqueiras,,yes,no,Linha Jardim
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,BASE,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,CASING,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,STOOL,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,SPLIT JAMBS,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,CROWNS,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,S4S BOARDS,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,FLAT JAMBS TEXAS TRIM,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,FLAT JAMBS BACK BEVEL,,yes,no,https://www.salamoni.com.br/produtos/
Madeiras Salamoni Ltda - Cacador,https://www.salamoni.com.br/,2026-01-15T14:04:54.821060+00:00,,FLAT JAMBS NO BACK BEVEL,,yes,no,https://www.salamoni.com.br/produtos/
Madeireira Brocardo Ltda - Curitibanos,https://www.brocardo.com.br/,2026-01-15T13:59:34.895393+00:00,Rosca na madeira,Rosca na madeira,wood,yes,no,https://www.brocardo.com.br/produtos
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Rural,Pilar,Madeira roliça,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Rural,Caibro,,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Rural,Palanques,Madeiras roliças,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Rural,Tesouras,Madeiras roliças,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Rural,Galpão,,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Urbano,Lambri,Madeira,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Urbano,Madeira Serrada,Madeiras serradas,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Urbano,Forro,Madeiras serradas,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Urbano,Pergolado,,yes,no,https://www.madesch.com.br/solucoes/
Madesch Tratamento De Madeiras - Aurora,https://www.madesch.com.br/,2026-01-15T14:11:17.815416+00:00,Urbano,Deck,,yes,no,https://www.madesch.com.br/solucoes/
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Flat Jambs,Wood,yes,no,## Flat Jambs
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Rabbeted Jambs,Wood,yes,no,## Rabbeted Jambs
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Split Jambs,Wood,yes,no,## Split Jambs
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Flat Jambs With Stops Applied,Wood,yes,no,## Flat Jambs With Stops Applied
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Exterior Jambs / Strike,Wood,yes,no,## Exterior Jambs / Strike
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Casing,Wood,yes,no,## Casing
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Boards / S4S,Wood,yes,no,## Boards / S4S
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Stool,Wood,yes,no,## Stool
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Base,Wood,yes,no,## Base
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Chair Rail,Wood,yes,no,## Chair Rail
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Cove,Wood,yes,no,## Cove
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Crown,Wood,yes,no,## Crown
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Shiplap,Wood,yes,no,## Shiplap
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Complementary Line,Wood,yes,no,## Complementary Line
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Stretcher / Liners,Wood,yes,no,## Stretcher / Liners
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,MDF Flat Jambs / Boards,MDF (wood composite),yes,no,## MDF Flat Jambs / Boards
Madesp Ind E Com De Madeiras Ltda - Benedito Novo,https://madesp.ind.br/,2026-01-15T12:42:26.824439+00:00,,Mitered,Wood,yes,no,## Mitered
Manoel Marchetti S.A. - Ibirama,https://www.marchetti.ind.br,2026-01-15T12:56:10.335976+00:00,Portas,Portas,,yes,no,Portas
Manoel Marchetti S.A. - Ibirama,https://www.marchetti.ind.br,2026-01-15T12:56:10.335976+00:00,Edificações Pré-Fabricadas,Edificações Pré-Fabricadas,,yes,no,Edificações Pré-Fabricadas
Maxima Industria De Moveis Ltda - Sao Bento do Sul,https://www.maxima.ind.br/,2026-01-15T13:05:25.568968+00:00,Buffets,Balcão Bari 3 Portas 3 Gavetas,Carvalho (Oak),yes,no,extracted_content_0.md
