,nome_empresa,url_site,consulta,status_execucao,mensagem_pt,trabalha_com_madeira,trabalha_com_painel_pinus,flag_painel_pinus,confianca_madeira,confianca_painel_pinus,trecho_evidencia,resumo_materiais,qtde_itens_total,qtde_itens_madeira,qtde_itens_menciona_pinus,data_coleta,tentativas,nome_empresa_limpa,nm_mun,nm_uf,nu_latitude,nu_longitude
337,Pierini Moveis Ltda - Criciuma,https://www.moveispierini.com.br,painel de madeira pinus,FOUND,"Informações encontradas sobre o trabalho com madeira, mas sem menção específica a painéis de pinus.",yes,unknown,0,90,35,"DESIGN DE SUPERFÍCIE: Instigamos todos os sentidos. O tato nas superfícies. Na imperfeição da madeira de demolição, nos relevos da Linha Groove, na perfeição superficial da laca brilho, as sensações devem ir além do olhar. Procuramos criar produtos que emocionem.
PASSAGEM: As portas de passagem delimitam os ambientes e limitam os acessos. A opacidade total ou a translucidez são diferentes formas de estabelecer privacidade. Dolomiti ou Aluplus da Cinex, ou as portas pintadas ou amadeiradas da Pierini são inteligentes soluções.",A empresa trabalha com madeira de demolição e portas amadeiradas. Não há menção específica sobre painéis de pinus.,2,2,0,2026-01-15T12:56:30.603669+00:00,Navigated to https://www.moveispierini.com.br; Clicked on 'Empresa'; Extracted text from 'Empresa' page.; Clicked on 'Portfólio'; Extracted text from 'Portfólio' page.; Clicked on 'Diferenciais'; Extracted text from 'Diferenciais' page.; Accepted cookie consent.,Pierini Moveis Ltda,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
338,Pierini Moveis Ltda - Criciuma,https://www.moveispierini.com.br,painel de madeira pinus,FOUND,"Informações encontradas sobre o trabalho com madeira, mas sem menção específica a painéis de pinus.",yes,unknown,0,90,35,"DESIGN DE SUPERFÍCIE: Instigamos todos os sentidos. O tato nas superfícies. Na imperfeição da madeira de demolição, nos relevos da Linha Groove, na perfeição superficial da laca brilho, as sensações devem ir além do olhar. Procuramos criar produtos que emocionem.
PASSAGEM: As portas de passagem delimitam os ambientes e limitam os acessos. A opacidade total ou a translucidez são diferentes formas de estabelecer privacidade. Dolomiti ou Aluplus da Cinex, ou as portas pintadas ou amadeiradas da Pierini são inteligentes soluções.",A empresa trabalha com madeira de demolição e portas amadeiradas. Não há menção específica sobre painéis de pinus.,2,2,0,2026-01-15T12:56:30.603669+00:00,Navigated to https://www.moveispierini.com.br; Clicked on 'Empresa'; Extracted text from 'Empresa' page.; Clicked on 'Portfólio'; Extracted text from 'Portfólio' page.; Clicked on 'Diferenciais'; Extracted text from 'Diferenciais' page.; Accepted cookie consent.,Pierini Moveis Ltda,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
339,Pierini Moveis Ltda - Criciuma,https://www.moveispierini.com.br,painel de madeira pinus,FOUND,"Informações encontradas sobre o trabalho com madeira, mas sem menção específica a painéis de pinus.",yes,unknown,0,90,35,"DESIGN DE SUPERFÍCIE: Instigamos todos os sentidos. O tato nas superfícies. Na imperfeição da madeira de demolição, nos relevos da Linha Groove, na perfeição superficial da laca brilho, as sensações devem ir além do olhar. Procuramos criar produtos que emocionem.
PASSAGEM: As portas de passagem delimitam os ambientes e limitam os acessos. A opacidade total ou a translucidez são diferentes formas de estabelecer privacidade. Dolomiti ou Aluplus da Cinex, ou as portas pintadas ou amadeiradas da Pierini são inteligentes soluções.",A empresa trabalha com madeira de demolição e portas amadeiradas. Não há menção específica sobre painéis de pinus.,2,2,0,2026-01-15T12:56:30.603669+00:00,Navigated to https://www.moveispierini.com.br; Clicked on 'Empresa'; Extracted text from 'Empresa' page.; Clicked on 'Portfólio'; Extracted text from 'Portfólio' page.; Clicked on 'Diferenciais'; Extracted text from 'Diferenciais' page.; Accepted cookie consent.,Pierini Moveis Ltda,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
340,Pierini Moveis Ltda - Criciuma,https://www.moveispierini.com.br,painel de madeira pinus,FOUND,"Informações encontradas sobre o trabalho com madeira, mas sem menção específica a painéis de pinus.",yes,unknown,0,90,35,"DESIGN DE SUPERFÍCIE: Instigamos todos os sentidos. O tato nas superfícies. Na imperfeição da madeira de demolição, nos relevos da Linha Groove, na perfeição superficial da laca brilho, as sensações devem ir além do olhar. Procuramos criar produtos que emocionem.
PASSAGEM: As portas de passagem delimitam os ambientes e limitam os acessos. A opacidade total ou a translucidez são diferentes formas de estabelecer privacidade. Dolomiti ou Aluplus da Cinex, ou as portas pintadas ou amadeiradas da Pierini são inteligentes soluções.",A empresa trabalha com madeira de demolição e portas amadeiradas. Não há menção específica sobre painéis de pinus.,2,2,0,2026-01-15T12:56:30.603669+00:00,Navigated to https://www.moveispierini.com.br; Clicked on 'Empresa'; Extracted text from 'Empresa' page.; Clicked on 'Portfólio'; Extracted text from 'Portfólio' page.; Clicked on 'Diferenciais'; Extracted text from 'Diferenciais' page.; Accepted cookie consent.,Pierini Moveis Ltda,CRICIUMA,Santa Catarina,-28.67357225,-49.36593956
341,Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,painel de madeira pinus,FOUND,"A empresa trabalha com marcenaria (serralheria/carpintaria) para expositores e balcões, indicando o uso de madeira. Não há menção explícita a painéis de madeira pinus.",yes,unknown,0,90,35,"Linha completa de expositores para supermercados, com gôndolas, balcões em marcenaria e expositores promocionais.","A empresa utiliza madeira em seus produtos, conforme indicado pela menção a 'marcenaria' em expositores e balcões.",2,2,0,2026-01-15T12:58:18.436572+00:00,Navigated to https://www.projecao.pro/; Scrolled down the page multiple times to find relevant information.; Extracted information related to products and materials.,Projecao Industria E Comercio,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
342,Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,painel de madeira pinus,FOUND,"A empresa trabalha com marcenaria (serralheria/carpintaria) para expositores e balcões, indicando o uso de madeira. Não há menção explícita a painéis de madeira pinus.",yes,unknown,0,90,35,"Linha completa de expositores para supermercados, com gôndolas, balcões em marcenaria e expositores promocionais.","A empresa utiliza madeira em seus produtos, conforme indicado pela menção a 'marcenaria' em expositores e balcões.",2,2,0,2026-01-15T12:58:18.436572+00:00,Navigated to https://www.projecao.pro/; Scrolled down the page multiple times to find relevant information.; Extracted information related to products and materials.,Projecao Industria E Comercio,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
343,Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,painel de madeira pinus,FOUND,"A empresa trabalha com marcenaria (serralheria/carpintaria) para expositores e balcões, indicando o uso de madeira. Não há menção explícita a painéis de madeira pinus.",yes,unknown,0,90,35,"Linha completa de expositores para supermercados, com gôndolas, balcões em marcenaria e expositores promocionais.","A empresa utiliza madeira em seus produtos, conforme indicado pela menção a 'marcenaria' em expositores e balcões.",2,2,0,2026-01-15T12:58:18.436572+00:00,Navigated to https://www.projecao.pro/; Scrolled down the page multiple times to find relevant information.; Extracted information related to products and materials.,Projecao Industria E Comercio,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
344,Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,painel de madeira pinus,FOUND,"A empresa trabalha com marcenaria (serralheria/carpintaria) para expositores e balcões, indicando o uso de madeira. Não há menção explícita a painéis de madeira pinus.",yes,unknown,0,90,35,"Linha completa de expositores para supermercados, com gôndolas, balcões em marcenaria e expositores promocionais.","A empresa utiliza madeira em seus produtos, conforme indicado pela menção a 'marcenaria' em expositores e balcões.",2,2,0,2026-01-15T12:58:18.436572+00:00,Navigated to https://www.projecao.pro/; Scrolled down the page multiple times to find relevant information.; Extracted information related to products and materials.,Projecao Industria E Comercio,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
345,Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,painel de madeira pinus,FOUND,"A empresa trabalha com marcenaria (serralheria/carpintaria) para expositores e balcões, indicando o uso de madeira. Não há menção explícita a painéis de madeira pinus.",yes,unknown,0,90,35,"Linha completa de expositores para supermercados, com gôndolas, balcões em marcenaria e expositores promocionais.","A empresa utiliza madeira em seus produtos, conforme indicado pela menção a 'marcenaria' em expositores e balcões.",2,2,0,2026-01-15T12:58:18.436572+00:00,Navigated to https://www.projecao.pro/; Scrolled down the page multiple times to find relevant information.; Extracted information related to products and materials.,Projecao Industria E Comercio,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
346,Projecao Industria E Comercio - Chapeco,https://www.projecao.pro/,painel de madeira pinus,FOUND,"A empresa trabalha com marcenaria (serralheria/carpintaria) para expositores e balcões, indicando o uso de madeira. Não há menção explícita a painéis de madeira pinus.",yes,unknown,0,90,35,"Linha completa de expositores para supermercados, com gôndolas, balcões em marcenaria e expositores promocionais.","A empresa utiliza madeira em seus produtos, conforme indicado pela menção a 'marcenaria' em expositores e balcões.",2,2,0,2026-01-15T12:58:18.436572+00:00,Navigated to https://www.projecao.pro/; Scrolled down the page multiple times to find relevant information.; Extracted information related to products and materials.,Projecao Industria E Comercio,CHAPECO,Santa Catarina,-27.10683702,-52.61703111
347,Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,90,35,"Mesa de Cabeceira de Madeira, Madeira maciça, Produzida em Madeira maciça","The company offers products made of wood, including solid wood. Specific mention of pine wood panels is not found, but wood is a prominent material.",18,2,0,2026-01-15T13:08:55.013551+00:00,Navigated to https://gromoveis.com.br/; Dismissed cookie banner; Scrolled down 0.5 pages; Scrolled down 1600px; Extracted product information,Gromoveis Industria E Comercio Ltda,CAMPO ALEGRE,Alagoas,-9.783416039,-36.35243475
348,Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,90,35,"Mesa de Cabeceira de Madeira, Madeira maciça, Produzida em Madeira maciça","The company offers products made of wood, including solid wood. Specific mention of pine wood panels is not found, but wood is a prominent material.",18,2,0,2026-01-15T13:08:55.013551+00:00,Navigated to https://gromoveis.com.br/; Dismissed cookie banner; Scrolled down 0.5 pages; Scrolled down 1600px; Extracted product information,Gromoveis Industria E Comercio Ltda,CAMPO ALEGRE,Santa Catarina,-26.19065928,-49.26334448
349,Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,90,35,"Mesa de Cabeceira de Madeira, Madeira maciça, Produzida em Madeira maciça","The company offers products made of wood, including solid wood. Specific mention of pine wood panels is not found, but wood is a prominent material.",18,2,0,2026-01-15T13:08:55.013551+00:00,Navigated to https://gromoveis.com.br/; Dismissed cookie banner; Scrolled down 0.5 pages; Scrolled down 1600px; Extracted product information,Gromoveis Industria E Comercio Ltda,CAMPO ALEGRE,Santa Catarina,-26.19065928,-49.26334448
350,Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,90,35,"Mesa de Cabeceira de Madeira, Madeira maciça, Produzida em Madeira maciça","The company offers products made of wood, including solid wood. Specific mention of pine wood panels is not found, but wood is a prominent material.",18,2,0,2026-01-15T13:08:55.013551+00:00,Navigated to https://gromoveis.com.br/; Dismissed cookie banner; Scrolled down 0.5 pages; Scrolled down 1600px; Extracted product information,Gromoveis Industria E Comercio Ltda,CAMPO ALEGRE,Santa Catarina,-26.19065928,-49.26334448
351,Gromoveis Industria E Comercio Ltda - Campo Alegre,https://gromoveis.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos de madeira encontradas.,yes,unknown,0,90,35,"Mesa de Cabeceira de Madeira, Madeira maciça, Produzida em Madeira maciça","The company offers products made of wood, including solid wood. Specific mention of pine wood panels is not found, but wood is a prominent material.",18,2,0,2026-01-15T13:08:55.013551+00:00,Navigated to https://gromoveis.com.br/; Dismissed cookie banner; Scrolled down 0.5 pages; Scrolled down 1600px; Extracted product information,Gromoveis Industria E Comercio Ltda,CAMPO ALEGRE,Santa Catarina,-26.19065928,-49.26334448
352,ABB Wood Brazil,https://abb-wood.com/pt-br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira, mas não há menção específica a painéis de madeira de pinus.",yes,unknown,0,90,35,"Fabricamos todos os elementos necessários para a realização das suas paletes de madeira, sejam tábuas standard ou específicas, vigas por medida, blocos, etc.","A empresa fabrica elementos de madeira como tábuas, vigas e blocos para paletes. Também planeja uma fábrica de pellets.",2,2,0,2026-01-15T14:02:37.100048+00:00,Navigated to https://abb-wood.com/pt-br/; Accepted cookies.; Clicked on 'Produtos' and its sub-options.; Clicked 'Nossos Produtos'.; Extracted information about 'Serraria' and 'Wood Pellets'.,ABB Wood Brazil,,,,
353,Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (conífera virgem), mas não foram encontradas menções específicas a painéis de madeira de pinus. O produto principal são pellets de madeira.",yes,unknown,0,85,35,"Pellets produzidos apenas com madeira conífera virgem garantida sem casca. Dedicada ao reaproveitamento sustentável de madeiras. Fabricamos Pellets de madeira sem aditivos. A qualidade dos nossos pellets é  respaldada por testes e comprovações, garantindo um produto confiável feito com apenas madeira conífera virgem garantida sem casca.",Madeira conífera virgem,1,1,0,2026-01-15T12:25:35.403194+00:00,Navigated to https://www.jomapellet.com.br/; Clicked on 'Loja Virtual'; Scrolled down 3 times; Extracted page content,Jomapellet,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
354,Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (conífera virgem), mas não foram encontradas menções específicas a painéis de madeira de pinus. O produto principal são pellets de madeira.",yes,unknown,0,85,35,"Pellets produzidos apenas com madeira conífera virgem garantida sem casca. Dedicada ao reaproveitamento sustentável de madeiras. Fabricamos Pellets de madeira sem aditivos. A qualidade dos nossos pellets é  respaldada por testes e comprovações, garantindo um produto confiável feito com apenas madeira conífera virgem garantida sem casca.",Madeira conífera virgem,1,1,0,2026-01-15T12:25:35.403194+00:00,Navigated to https://www.jomapellet.com.br/; Clicked on 'Loja Virtual'; Scrolled down 3 times; Extracted page content,Jomapellet,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
355,Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (conífera virgem), mas não foram encontradas menções específicas a painéis de madeira de pinus. O produto principal são pellets de madeira.",yes,unknown,0,85,35,"Pellets produzidos apenas com madeira conífera virgem garantida sem casca. Dedicada ao reaproveitamento sustentável de madeiras. Fabricamos Pellets de madeira sem aditivos. A qualidade dos nossos pellets é  respaldada por testes e comprovações, garantindo um produto confiável feito com apenas madeira conífera virgem garantida sem casca.",Madeira conífera virgem,1,1,0,2026-01-15T12:25:35.403194+00:00,Navigated to https://www.jomapellet.com.br/; Clicked on 'Loja Virtual'; Scrolled down 3 times; Extracted page content,Jomapellet,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
356,Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (conífera virgem), mas não foram encontradas menções específicas a painéis de madeira de pinus. O produto principal são pellets de madeira.",yes,unknown,0,85,35,"Pellets produzidos apenas com madeira conífera virgem garantida sem casca. Dedicada ao reaproveitamento sustentável de madeiras. Fabricamos Pellets de madeira sem aditivos. A qualidade dos nossos pellets é  respaldada por testes e comprovações, garantindo um produto confiável feito com apenas madeira conífera virgem garantida sem casca.",Madeira conífera virgem,1,1,0,2026-01-15T12:25:35.403194+00:00,Navigated to https://www.jomapellet.com.br/; Clicked on 'Loja Virtual'; Scrolled down 3 times; Extracted page content,Jomapellet,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
357,Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (conífera virgem), mas não foram encontradas menções específicas a painéis de madeira de pinus. O produto principal são pellets de madeira.",yes,unknown,0,85,35,"Pellets produzidos apenas com madeira conífera virgem garantida sem casca. Dedicada ao reaproveitamento sustentável de madeiras. Fabricamos Pellets de madeira sem aditivos. A qualidade dos nossos pellets é  respaldada por testes e comprovações, garantindo um produto confiável feito com apenas madeira conífera virgem garantida sem casca.",Madeira conífera virgem,1,1,0,2026-01-15T12:25:35.403194+00:00,Navigated to https://www.jomapellet.com.br/; Clicked on 'Loja Virtual'; Scrolled down 3 times; Extracted page content,Jomapellet,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
358,Jomapellet - Santa Cecilia,https://www.jomapellet.com.br/,painel de madeira pinus,FOUND,"A empresa trabalha com madeira (conífera virgem), mas não foram encontradas menções específicas a painéis de madeira de pinus. O produto principal são pellets de madeira.",yes,unknown,0,85,35,"Pellets produzidos apenas com madeira conífera virgem garantida sem casca. Dedicada ao reaproveitamento sustentável de madeiras. Fabricamos Pellets de madeira sem aditivos. A qualidade dos nossos pellets é  respaldada por testes e comprovações, garantindo um produto confiável feito com apenas madeira conífera virgem garantida sem casca.",Madeira conífera virgem,1,1,0,2026-01-15T12:25:35.403194+00:00,Navigated to https://www.jomapellet.com.br/; Clicked on 'Loja Virtual'; Scrolled down 3 times; Extracted page content,Jomapellet,SANTA CECILIA,Santa Catarina,-26.95690074,-50.42290162
359,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
360,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
361,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
362,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
363,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
364,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
365,Abstratto Estofados Ltda - Jaragua do Sul,https://www.abstratto.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos extraídas. Um produto com madeira foi encontrado.,yes,unknown,0,85,35,"Poltrona Fox Giro Madeira
  Category: Poltrona
  Materials: Madeira
  Wood-related: Yes
  Mentions 'pinus': No","A empresa trabalha com madeira, como evidenciado pela 'Poltrona Fox Giro Madeira'. Não há menção explícita a painéis de pinus nos produtos listados.",18,1,0,2026-01-15T12:44:04.919300+00:00,Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Scrolled down; Navigated back (blank page); Navigated to https://www.abstratto.com.br/; Clicked 'Produtos'; Clicked 'Conheça a coleção' (reloaded page); Clicked 'Carregar mais...'; Scrolled down; Extracted product data,Abstratto Estofados Ltda,JARAGUA DO SUL,Santa Catarina,-26.49048435,-49.07629882
366,"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,unknown,0,85,35,Portas de Madeira,"A empresa trabalha com portas de madeira, pisos vinílicos, revestimentos 3D e móveis de design. Não há menção explícita de painéis de pinus.",1,1,0,2026-01-15T12:53:58.574714+00:00,Navigated to http://www.goede.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,"Goede, Lang & Cia Ltda",POMERODE,Santa Catarina,-26.7448264,-49.17419753
367,"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,unknown,0,85,35,Portas de Madeira,"A empresa trabalha com portas de madeira, pisos vinílicos, revestimentos 3D e móveis de design. Não há menção explícita de painéis de pinus.",1,1,0,2026-01-15T12:53:58.574714+00:00,Navigated to http://www.goede.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,"Goede, Lang & Cia Ltda",POMERODE,Santa Catarina,-26.7448264,-49.17419753
368,"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,unknown,0,85,35,Portas de Madeira,"A empresa trabalha com portas de madeira, pisos vinílicos, revestimentos 3D e móveis de design. Não há menção explícita de painéis de pinus.",1,1,0,2026-01-15T12:53:58.574714+00:00,Navigated to http://www.goede.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,"Goede, Lang & Cia Ltda",POMERODE,Santa Catarina,-26.7448264,-49.17419753
369,"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,unknown,0,85,35,Portas de Madeira,"A empresa trabalha com portas de madeira, pisos vinílicos, revestimentos 3D e móveis de design. Não há menção explícita de painéis de pinus.",1,1,0,2026-01-15T12:53:58.574714+00:00,Navigated to http://www.goede.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,"Goede, Lang & Cia Ltda",POMERODE,Santa Catarina,-26.7448264,-49.17419753
370,"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,unknown,0,85,35,Portas de Madeira,"A empresa trabalha com portas de madeira, pisos vinílicos, revestimentos 3D e móveis de design. Não há menção explícita de painéis de pinus.",1,1,0,2026-01-15T12:53:58.574714+00:00,Navigated to http://www.goede.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,"Goede, Lang & Cia Ltda",POMERODE,Santa Catarina,-26.7448264,-49.17419753
371,"Goede, Lang & Cia Ltda - Pomerode",http://www.goede.com.br/,painel de madeira pinus,FOUND,Informações sobre produtos encontradas.,yes,unknown,0,85,35,Portas de Madeira,"A empresa trabalha com portas de madeira, pisos vinílicos, revestimentos 3D e móveis de design. Não há menção explícita de painéis de pinus.",1,1,0,2026-01-15T12:53:58.574714+00:00,Navigated to http://www.goede.com.br/; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Scrolled down 1600px; Extracted page content,"Goede, Lang & Cia Ltda",POMERODE,Santa Catarina,-26.7448264,-49.17419753
